playerid,birthyear,birthmonth,birthday,birthcountry,birthstate,birthcity,deathyear,deathmonth,deathday,deathcountry,deathstate,deathcity,namefirst,namelast,namegiven,weight,height,bats,throws,debut,finalgame,retroid,bbrefid,schoolid,yearid
altheaa01,1991.0,1.0,14.0,Germany,Rhineland-Palatinate,Landstuhl,,,,,,,Aaron,Altherr,Aaron Samuel,215.0,77.0,R,R,2014-06-16,2017-10-01,altha001,altheaa01,,
altizda01,1876.0,11.0,6.0,USA,IL,Pearl,1964.0,5.0,14.0,USA,IL,Pleasant Hill,Dave,Altizer,David Tilden,160.0,70.0,L,R,1906-05-29,1911-07-10,altid101,altizda01,,
altmage01,1933.0,3.0,20.0,USA,NC,Goldsboro,,,,,,,George,Altman,George Lee,200.0,76.0,L,R,1959-04-11,1967-10-01,altmg101,altmage01,tennst,1953.0
altmage01,1933.0,3.0,20.0,USA,NC,Goldsboro,,,,,,,George,Altman,George Lee,200.0,76.0,L,R,1959-04-11,1967-10-01,altmg101,altmage01,tennst,1954.0
altmage01,1933.0,3.0,20.0,USA,NC,Goldsboro,,,,,,,George,Altman,George Lee,200.0,76.0,L,R,1959-04-11,1967-10-01,altmg101,altmage01,tennst,1955.0
altobjo01,1932.0,5.0,26.0,USA,MI,Detroit,,,,,,,Joe,Altobelli,Joseph Salvatore,185.0,72.0,L,L,1955-04-14,1961-10-01,altoj101,altobjo01,,
altroni01,1876.0,9.0,15.0,USA,OH,Cincinnati,1965.0,1.0,20.0,USA,DC,Washington,Nick,Altrock,Nicholas,197.0,70.0,B,L,1898-07-14,1933-10-01,altrn101,altroni01,,
altuvjo01,1990.0,5.0,6.0,Venezuela,Carabobo,Puerto Cabello,,,,,,,Jose,Altuve,Jose Carlos,165.0,66.0,R,R,2011-07-20,2017-10-01,altuj001,altuvjo01,,
alusige01,1935.0,2.0,11.0,USA,PA,Ashley,,,,,,,George,Alusik,George Joseph,175.0,75.0,R,R,1958-09-11,1964-10-02,alusg101,alusige01,,
alvarab01,1982.0,10.0,17.0,USA,CA,Los Angeles,,,,,,,Abe,Alvarez,Abraham,190.0,74.0,L,L,2004-07-22,2006-05-21,alvaa001,alvarab01,longbeach,2001.0
alvarab01,1982.0,10.0,17.0,USA,CA,Los Angeles,,,,,,,Abe,Alvarez,Abraham,190.0,74.0,L,L,2004-07-22,2006-05-21,alvaa001,alvarab01,longbeach,2002.0
alvarab01,1982.0,10.0,17.0,USA,CA,Los Angeles,,,,,,,Abe,Alvarez,Abraham,190.0,74.0,L,L,2004-07-22,2006-05-21,alvaa001,alvarab01,longbeach,2003.0
alvarcl01,1968.0,5.0,18.0,Venezuela,Anzoategui,Guanta,,,,,,,Clemente,Alvarez,Clemente Rafael,180.0,71.0,R,R,2000-09-19,2000-10-01,alvac001,alvarcl01,,
alvarda01,1989.0,1.0,17.0,D.R.,Santiago,Santiago,,,,,,,Dario,Alvarez,Dario Rafael,170.0,73.0,L,L,2014-09-03,2017-06-28,alvad001,alvarda01,,
alvarda02,1988.0,11.0,7.0,Cuba,,Camaguey,,,,,,,Dariel,Alvarez,Dariel,180.0,74.0,R,R,2015-08-28,2016-07-25,alvad002,alvarda02,,
alvarga01,1974.0,3.0,6.0,Mexico,Sonora,Navojoa,,,,,,,Gabe,Alvarez,Gabriel de Jesus,185.0,73.0,R,R,1998-06-22,2000-09-30,alvag001,alvarga01,usc,1993.0
alvarga01,1974.0,3.0,6.0,Mexico,Sonora,Navojoa,,,,,,,Gabe,Alvarez,Gabriel de Jesus,185.0,73.0,R,R,1998-06-22,2000-09-30,alvag001,alvarga01,usc,1994.0
alvarga01,1974.0,3.0,6.0,Mexico,Sonora,Navojoa,,,,,,,Gabe,Alvarez,Gabriel de Jesus,185.0,73.0,R,R,1998-06-22,2000-09-30,alvag001,alvarga01,usc,1995.0
alvarhe01,1990.0,4.0,18.0,Venezuela,Carabobo,Valencia,,,,,,,Henderson,Alvarez,Henderson Javier,205.0,72.0,R,R,2011-08-10,2017-09-30,alvah001,alvarhe01,,
alvarjo01,1956.0,4.0,12.0,USA,FL,Tampa,,,,,,,Jose,Alvarez,Jose Lino,170.0,70.0,R,R,1981-10-01,1989-06-24,alvaj001,alvarjo01,flhills,1975.0
alvarjo01,1956.0,4.0,12.0,USA,FL,Tampa,,,,,,,Jose,Alvarez,Jose Lino,170.0,70.0,R,R,1981-10-01,1989-06-24,alvaj001,alvarjo01,flhills,1976.0
alvarjo01,1956.0,4.0,12.0,USA,FL,Tampa,,,,,,,Jose,Alvarez,Jose Lino,170.0,70.0,R,R,1981-10-01,1989-06-24,alvaj001,alvarjo01,ulala,1977.0
alvarjo01,1956.0,4.0,12.0,USA,FL,Tampa,,,,,,,Jose,Alvarez,Jose Lino,170.0,70.0,R,R,1981-10-01,1989-06-24,alvaj001,alvarjo01,ulala,1978.0
alvarjo02,1989.0,5.0,6.0,Venezuela,Anzoategui,Barcelona,,,,,,,Jose,Alvarez,Jose Ricardo,190.0,71.0,L,L,2013-06-09,2017-10-01,alvaj003,alvarjo02,,
alvarjo03,1995.0,5.0,21.0,Venezuela,Zulia,Maracaibo,,,,,,,Jose,Alvarado,Jose Antonio,240.0,72.0,L,L,2017-05-03,2017-09-28,alvaj004,alvarjo03,,
alvarju01,1973.0,8.0,9.0,USA,FL,Coral Gables,,,,,,,Juan,Alvarez,Juan M.,180.0,73.0,L,L,1999-09-01,2003-06-03,alvaj002,alvarju01,stthomasfl,1992.0
alvarju01,1973.0,8.0,9.0,USA,FL,Coral Gables,,,,,,,Juan,Alvarez,Juan M.,180.0,73.0,L,L,1999-09-01,2003-06-03,alvaj002,alvarju01,stthomasfl,1993.0
alvarju01,1973.0,8.0,9.0,USA,FL,Coral Gables,,,,,,,Juan,Alvarez,Juan M.,180.0,73.0,L,L,1999-09-01,2003-06-03,alvaj002,alvarju01,stthomasfl,1994.0
alvarju01,1973.0,8.0,9.0,USA,FL,Coral Gables,,,,,,,Juan,Alvarez,Juan M.,180.0,73.0,L,L,1999-09-01,2003-06-03,alvaj002,alvarju01,stthomasfl,1995.0
alvarlu01,1949.0,1.0,15.0,P.R.,,Lajas,2001.0,3.0,20.0,P.R.,,Lajas,Luis,Alvarado,Luis Cesar,162.0,69.0,R,R,1968-09-13,1977-04-30,alval101,alvarlu01,,
alvaror01,1952.0,2.0,28.0,P.R.,,Rio Grande,2016.0,3.0,31.0,P.R.,,Rio Grande,Orlando,Alvarez,Jesus Manuel Orlando,165.0,72.0,R,R,1973-09-01,1976-06-18,alvao102,alvaror01,,
alvaros01,1933.0,10.0,19.0,Cuba,,Bolondron,2008.0,3.0,8.0,Mexico,Jalisco,Guadalajara,Ossie,Alvarez,Oswaldo,165.0,70.0,R,R,1958-04-19,1959-04-26,alvao101,alvaros01,,
alvarpe01,1987.0,2.0,6.0,D.R.,Distrito Nacional,Santo Domingo,,,,,,,Pedro,Alvarez,Pedro Manuel,250.0,75.0,L,R,2010-06-16,2017-09-30,alvap001,alvarpe01,vandy,2006.0
alvarpe01,1987.0,2.0,6.0,D.R.,Distrito Nacional,Santo Domingo,,,,,,,Pedro,Alvarez,Pedro Manuel,250.0,75.0,L,R,2010-06-16,2017-09-30,alvap001,alvarpe01,vandy,2007.0
alvarpe01,1987.0,2.0,6.0,D.R.,Distrito Nacional,Santo Domingo,,,,,,,Pedro,Alvarez,Pedro Manuel,250.0,75.0,L,R,2010-06-16,2017-09-30,alvap001,alvarpe01,vandy,2008.0
alvarrj01,1991.0,6.0,8.0,USA,FL,West Palm Beach,,,,,,,R. J.,Alvarez,Roy Emilio,225.0,74.0,R,R,2014-09-03,2015-09-29,alvar001,alvarrj01,flatlantic,2010.0
alvarrj01,1991.0,6.0,8.0,USA,FL,West Palm Beach,,,,,,,R. J.,Alvarez,Roy Emilio,225.0,74.0,R,R,2014-09-03,2015-09-29,alvar001,alvarrj01,flatlantic,2011.0
alvarrj01,1991.0,6.0,8.0,USA,FL,West Palm Beach,,,,,,,R. J.,Alvarez,Roy Emilio,225.0,74.0,R,R,2014-09-03,2015-09-29,alvar001,alvarrj01,flatlantic,2012.0
alvarro01,1938.0,4.0,18.0,Cuba,Pinar del Rio,Pinar del Rio,2012.0,11.0,30.0,USA,FL,Hialeah,Rogelio,Alvarez,Rogelio,183.0,71.0,R,R,1960-09-18,1962-09-28,alvar101,alvarro01,,
alvarta01,1971.0,11.0,25.0,Mexico,Sonora,Ciudad Obregon,,,,,,,Tavo,Alvarez,Cesar Octavio,245.0,75.0,R,R,1995-08-21,1996-09-29,alvat001,alvarta01,,
alvarto01,1979.0,5.0,10.0,Venezuela,Distrito Federal,Caracas,,,,,,,Tony,Alvarez,Antonio Enrique,200.0,73.0,R,R,2002-09-04,2004-10-03,alvat002,alvarto01,,
alvarvi01,1976.0,11.0,8.0,Mexico,Sinaloa,Culiacan,,,,,,,Victor,Alvarez,Victor Aurelio,150.0,70.0,L,L,2002-07-30,2003-08-26,alvav001,alvarvi01,,
alvarwi01,1970.0,3.0,24.0,Venezuela,Zulia,Maracaibo,,,,,,,Wilson,Alvarez,Wilson Eduardo,175.0,73.0,L,L,1989-07-24,2005-09-28,alvaw001,alvarwi01,,
alvisma01,1938.0,2.0,2.0,USA,TX,Jasper,,,,,,,Max,Alvis,Roy Maxwell,185.0,71.0,R,R,1962-09-11,1970-09-27,alvim101,alvisma01,texas,1958.0
alvorbi01,1863.0,8.0,10.0,USA,MO,St. Louis,1927.0,4.0,7.0,USA,FL,St. Petersburg,Billy,Alvord,William Crawford,187.0,70.0,R,R,1885-04-30,1893-07-08,alvob101,alvorbi01,,
alyeabr01,1940.0,12.0,8.0,USA,NJ,Passaic,,,,,,,Brant,Alyea,Garrabrant Ryerson,215.0,75.0,R,R,1965-09-11,1972-10-03,alyeb101,alyeabr01,hofstra,1960.0
alyeabr01,1940.0,12.0,8.0,USA,NJ,Passaic,,,,,,,Brant,Alyea,Garrabrant Ryerson,215.0,75.0,R,R,1965-09-11,1972-10-03,alyeb101,alyeabr01,hofstra,1961.0
amalfjo01,1934.0,1.0,23.0,USA,CA,San Pedro,,,,,,,Joey,Amalfitano,John Joseph,175.0,71.0,R,R,1954-05-02,1967-06-27,amalj101,amalfjo01,loyolamary,1952.0
amalfjo01,1934.0,1.0,23.0,USA,CA,San Pedro,,,,,,,Joey,Amalfitano,John Joseph,175.0,71.0,R,R,1954-05-02,1967-06-27,amalj101,amalfjo01,loyolamary,1953.0
amarari01,1962.0,4.0,1.0,USA,CA,Visalia,,,,,,,Rich,Amaral,Richard Louis,175.0,72.0,R,R,1991-05-27,2000-06-14,amarr001,amarari01,caorang,1981.0
amarari01,1962.0,4.0,1.0,USA,CA,Visalia,,,,,,,Rich,Amaral,Richard Louis,175.0,72.0,R,R,1991-05-27,2000-06-14,amarr001,amarari01,ucla,1982.0
amarari01,1962.0,4.0,1.0,USA,CA,Visalia,,,,,,,Rich,Amaral,Richard Louis,175.0,72.0,R,R,1991-05-27,2000-06-14,amarr001,amarari01,ucla,1983.0
amarial01,1989.0,4.0,6.0,Venezuela,Anzoategui,Barcelona,,,,,,,Alexi,Amarista,Alexi Jose,160.0,66.0,L,R,2011-04-26,2017-10-01,amara001,amarial01,,
amaroru01,1936.0,1.0,6.0,Mexico,Tamaulipas,Nuevo Laredo,2017.0,3.0,31.0,USA,FL,Weston,Ruben,Amaro,Ruben,170.0,71.0,R,R,1958-06-29,1969-09-28,amarr101,amaroru01,,
amaroru02,1965.0,2.0,12.0,USA,PA,Philadelphia,,,,,,,Ruben,Amaro,Ruben,170.0,70.0,B,R,1991-06-08,1998-09-27,amarr002,amaroru02,stanford,1984.0
amaroru02,1965.0,2.0,12.0,USA,PA,Philadelphia,,,,,,,Ruben,Amaro,Ruben,170.0,70.0,B,R,1991-06-08,1998-09-27,amarr002,amaroru02,stanford,1985.0
amaroru02,1965.0,2.0,12.0,USA,PA,Philadelphia,,,,,,,Ruben,Amaro,Ruben,170.0,70.0,B,R,1991-06-08,1998-09-27,amarr002,amaroru02,stanford,1986.0
amaroru02,1965.0,2.0,12.0,USA,PA,Philadelphia,,,,,,,Ruben,Amaro,Ruben,170.0,70.0,B,R,1991-06-08,1998-09-27,amarr002,amaroru02,stanford,1987.0
amblewa01,1915.0,11.0,8.0,USA,PA,Abington,1998.0,1.0,3.0,USA,FL,Ponte Vedra Beach,Wayne,Ambler,Wayne Harper,165.0,68.0,R,R,1937-06-04,1939-09-04,amblw101,amblewa01,duke,1935.0
amblewa01,1915.0,11.0,8.0,USA,PA,Abington,1998.0,1.0,3.0,USA,FL,Ponte Vedra Beach,Wayne,Ambler,Wayne Harper,165.0,68.0,R,R,1937-06-04,1939-09-04,amblw101,amblewa01,duke,1936.0
amblewa01,1915.0,11.0,8.0,USA,PA,Abington,1998.0,1.0,3.0,USA,FL,Ponte Vedra Beach,Wayne,Ambler,Wayne Harper,165.0,68.0,R,R,1937-06-04,1939-09-04,amblw101,amblewa01,duke,1937.0
ambrech01,1979.0,12.0,19.0,USA,TX,Beaumont,,,,,,,Chip,Ambres,Raymond Payne,190.0,73.0,R,R,2005-07-20,2008-09-28,ambrc001,ambrech01,,
ambrihe01,1984.0,5.0,24.0,USA,CA,Orange,,,,,,,Hector,Ambriz,Hector,235.0,74.0,L,R,2010-04-30,2014-05-07,ambrh001,ambrihe01,ucla,2003.0
ambrihe01,1984.0,5.0,24.0,USA,CA,Orange,,,,,,,Hector,Ambriz,Hector,235.0,74.0,L,R,2010-04-30,2014-05-07,ambrh001,ambrihe01,ucla,2004.0
ambrihe01,1984.0,5.0,24.0,USA,CA,Orange,,,,,,,Hector,Ambriz,Hector,235.0,74.0,L,R,2010-04-30,2014-05-07,ambrh001,ambrihe01,ucla,2005.0
ambrihe01,1984.0,5.0,24.0,USA,CA,Orange,,,,,,,Hector,Ambriz,Hector,235.0,74.0,L,R,2010-04-30,2014-05-07,ambrh001,ambrihe01,ucla,2006.0
amelued01,1959.0,4.0,13.0,USA,CA,Fullerton,,,,,,,Ed,Amelung,Edward Allen,180.0,71.0,L,L,1984-07-28,1986-07-07,amele001,amelued01,casajco,1978.0
amelued01,1959.0,4.0,13.0,USA,CA,Fullerton,,,,,,,Ed,Amelung,Edward Allen,180.0,71.0,L,L,1984-07-28,1986-07-07,amele001,amelued01,casajco,1979.0
amelued01,1959.0,4.0,13.0,USA,CA,Fullerton,,,,,,,Ed,Amelung,Edward Allen,180.0,71.0,L,L,1984-07-28,1986-07-07,amele001,amelued01,sandiegost,1980.0
amesre01,1882.0,8.0,2.0,USA,OH,Warren,1936.0,10.0,8.0,USA,OH,Warren,Red,Ames,Leon Kessling,185.0,70.0,B,R,1903-09-14,1919-09-25,amesr101,amesre01,,
amesst01,1988.0,3.0,15.0,USA,WA,Vancouver,,,,,,,Steve,Ames,Steven C.,205.0,73.0,R,R,2013-07-30,2013-08-11,amess001,amesst01,gonzaga,2009.0
amezaal01,1978.0,1.0,16.0,Mexico,Sonora,Ciudad Obregon,,,,,,,Alfredo,Amezaga,Alfredo,165.0,71.0,B,R,2002-05-24,2011-09-04,ameza001,amezaal01,flstpet,1998.0
amezaal01,1978.0,1.0,16.0,Mexico,Sonora,Ciudad Obregon,,,,,,,Alfredo,Amezaga,Alfredo,165.0,71.0,B,R,2002-05-24,2011-09-04,ameza001,amezaal01,flstpet,1999.0
amoledo01,1874.0,1.0,1.0,USA,PA,Coatesville,1912.0,3.0,9.0,USA,DE,Wilmington,Doc,Amole,Morris F.,165.0,69.0,R,L,1897-08-19,1898-05-17,amold101,amoledo01,,
amorosa01,1930.0,1.0,30.0,Cuba,Matanzas,Matanzas,1992.0,6.0,27.0,USA,FL,Miami,Sandy,Amoros,Edmundo,170.0,67.0,L,L,1952-08-22,1960-10-02,amors101,amorosa01,,
amorvi01,1932.0,8.0,8.0,Cuba,La Habana,La Habana,,,,,,,Vicente,Amor,Vicente,182.0,75.0,R,R,1955-04-16,1957-08-26,amorv101,amorvi01,,
anckewa01,1893.0,4.0,10.0,USA,NY,New York,1954.0,2.0,13.0,USA,NJ,Englewood,Walter,Ancker,Walter,190.0,73.0,R,R,1915-09-03,1915-09-14,anckw101,anckewa01,,
anderal01,1914.0,1.0,28.0,USA,GA,Gainesville,1985.0,6.0,23.0,USA,GA,Albany,Alf,Anderson,Alfred Walton,165.0,71.0,R,R,1941-04-20,1946-04-21,andea102,anderal01,georgia,1935.0
anderal01,1914.0,1.0,28.0,USA,GA,Gainesville,1985.0,6.0,23.0,USA,GA,Albany,Alf,Anderson,Alfred Walton,165.0,71.0,R,R,1941-04-20,1946-04-21,andea102,anderal01,georgia,1936.0
anderal01,1914.0,1.0,28.0,USA,GA,Gainesville,1985.0,6.0,23.0,USA,GA,Albany,Alf,Anderson,Alfred Walton,165.0,71.0,R,R,1941-04-20,1946-04-21,andea102,anderal01,georgia,1937.0
anderal02,1964.0,1.0,7.0,USA,OH,Lancaster,,,,,,,Allan,Anderson,Allan Lee,178.0,71.0,L,L,1986-06-11,1991-10-06,andea001,anderal02,,
anderan01,1922.0,11.0,13.0,USA,WA,Bremerton,1982.0,7.0,18.0,USA,WA,Seattle,Andy,Anderson,Andy Holm,172.0,71.0,R,R,1948-05-10,1949-10-02,andea101,anderan01,,
anderbi01,1895.0,11.0,28.0,USA,MA,Boston,1983.0,3.0,13.0,USA,MA,Medford,Bill,Anderson,William Edward,165.0,73.0,R,L,1925-09-10,1925-09-17,andeb103,anderbi01,,
anderbo01,1935.0,9.0,29.0,USA,IN,East Chicago,2015.0,3.0,12.0,USA,OK,Tulsa,Bob,Anderson,Robert Carl,210.0,76.0,R,R,1957-07-31,1963-09-25,andeb102,anderbo01,,
anderbr01,1964.0,1.0,18.0,USA,MD,Silver Spring,,,,,,,Brady,Anderson,Brady Kevin,170.0,73.0,L,L,1988-04-04,2002-05-20,andeb001,anderbr01,ucirvine,1983.0
anderbr01,1964.0,1.0,18.0,USA,MD,Silver Spring,,,,,,,Brady,Anderson,Brady Kevin,170.0,73.0,L,L,1988-04-04,2002-05-20,andeb001,anderbr01,ucirvine,1984.0
anderbr01,1964.0,1.0,18.0,USA,MD,Silver Spring,,,,,,,Brady,Anderson,Brady Kevin,170.0,73.0,L,L,1988-04-04,2002-05-20,andeb001,anderbr01,ucirvine,1985.0
anderbr02,1972.0,4.0,26.0,USA,VA,Portsmouth,,,,,,,Brian,Anderson,Brian James,190.0,73.0,B,L,1993-09-10,2005-05-08,andeb002,anderbr02,wrightst,1991.0
anderbr02,1972.0,4.0,26.0,USA,VA,Portsmouth,,,,,,,Brian,Anderson,Brian James,190.0,73.0,B,L,1993-09-10,2005-05-08,andeb002,anderbr02,wrightst,1992.0
anderbr02,1972.0,4.0,26.0,USA,VA,Portsmouth,,,,,,,Brian,Anderson,Brian James,190.0,73.0,B,L,1993-09-10,2005-05-08,andeb002,anderbr02,wrightst,1993.0
anderbr03,1982.0,3.0,11.0,USA,AZ,Tucson,,,,,,,Brian,Anderson,Brian Nikola,220.0,74.0,R,R,2005-08-16,2009-10-04,andeb003,anderbr03,arizona,2001.0
anderbr03,1982.0,3.0,11.0,USA,AZ,Tucson,,,,,,,Brian,Anderson,Brian Nikola,220.0,74.0,R,R,2005-08-16,2009-10-04,andeb003,anderbr03,arizona,2002.0
anderbr03,1982.0,3.0,11.0,USA,AZ,Tucson,,,,,,,Brian,Anderson,Brian Nikola,220.0,74.0,R,R,2005-08-16,2009-10-04,andeb003,anderbr03,arizona,2003.0
anderbr04,1988.0,2.0,1.0,USA,TX,Midland,,,,,,,Brett,Anderson,Brett Franklin,230.0,75.0,L,L,2009-04-10,2017-10-01,andeb004,anderbr04,,
anderbr05,1986.0,12.0,16.0,USA,CA,Thousand Oaks,,,,,,,Bryan,Anderson,Bryan Douglas,200.0,73.0,L,R,2010-04-15,2015-10-04,andeb005,anderbr05,,
anderbr06,1993.0,5.0,19.0,USA,OK,Edmond,,,,,,,Brian,Anderson,Brian Wade,185.0,75.0,R,R,2017-09-01,2017-10-01,andeb006,anderbr06,,
anderbu01,1956.0,5.0,27.0,USA,NY,Westbury,,,,,,,Bud,Anderson,Karl Adam,210.0,75.0,R,R,1982-06-11,1983-10-02,andeb101,anderbu01,rutgers,1975.0
anderbu01,1956.0,5.0,27.0,USA,NY,Westbury,,,,,,,Bud,Anderson,Karl Adam,210.0,75.0,R,R,1982-06-11,1983-10-02,andeb101,anderbu01,rutgers,1976.0
anderbu01,1956.0,5.0,27.0,USA,NY,Westbury,,,,,,,Bud,Anderson,Karl Adam,210.0,75.0,R,R,1982-06-11,1983-10-02,andeb101,anderbu01,rutgers,1977.0
anderch01,1987.0,11.0,30.0,USA,TX,Wichita Falls,,,,,,,Chase,Anderson,Robert Chase,200.0,73.0,R,R,2014-05-11,2017-09-29,andec001,anderch01,,
anderco01,1990.0,9.0,14.0,USA,CA,Quincy,,,,,,,Cody,Anderson,Cody Andrew,240.0,76.0,R,R,2015-06-21,2016-09-28,andec002,anderco01,,
andercr01,1938.0,7.0,1.0,USA,DC,Washington,,,,,,,Craig,Anderson,Norman Craig,205.0,74.0,R,R,1961-06-23,1964-05-31,andec101,andercr01,lehigh,1958.0
andercr01,1938.0,7.0,1.0,USA,DC,Washington,,,,,,,Craig,Anderson,Norman Craig,205.0,74.0,R,R,1961-06-23,1964-05-31,andec101,andercr01,lehigh,1959.0
andercr01,1938.0,7.0,1.0,USA,DC,Washington,,,,,,,Craig,Anderson,Norman Craig,205.0,74.0,R,R,1961-06-23,1964-05-31,andec101,andercr01,lehigh,1960.0
anderda01,1868.0,10.0,10.0,USA,PA,Chester,1897.0,3.0,22.0,USA,PA,Chester,Dave,Anderson,David S.,,,,L,1889-08-24,1890-09-29,anded102,anderda01,,
anderda02,1960.0,8.0,1.0,USA,KY,Louisville,,,,,,,Dave,Anderson,David Carter,185.0,74.0,R,R,1983-05-08,1992-10-03,anded001,anderda02,memphis,1980.0
anderda02,1960.0,8.0,1.0,USA,KY,Louisville,,,,,,,Dave,Anderson,David Carter,185.0,74.0,R,R,1983-05-08,1992-10-03,anded001,anderda02,memphis,1981.0
anderdr01,1981.0,6.0,9.0,USA,NE,Kearney,,,,,,,Drew,Anderson,Drew Thomas,195.0,74.0,L,R,2006-09-11,2006-10-01,anded002,anderdr01,nebraska,2001.0
anderdr01,1981.0,6.0,9.0,USA,NE,Kearney,,,,,,,Drew,Anderson,Drew Thomas,195.0,74.0,L,R,2006-09-11,2006-10-01,anded002,anderdr01,nebraska,2002.0
anderdr01,1981.0,6.0,9.0,USA,NE,Kearney,,,,,,,Drew,Anderson,Drew Thomas,195.0,74.0,L,R,2006-09-11,2006-10-01,anded002,anderdr01,nebraska,2003.0
anderdr02,1994.0,3.0,22.0,USA,NV,Reno,,,,,,,Drew,Anderson,Andrew James,185.0,75.0,R,R,2017-08-01,2017-08-26,anded003,anderdr02,,
anderdw01,1947.0,11.0,23.0,USA,CA,Oakland,,,,,,,Dwain,Anderson,Dwain Cleaven,165.0,71.0,R,R,1971-09-03,1974-05-28,anded101,anderdw01,,
anderfe01,1918.0,1.0,9.0,USA,KS,Maple City,1978.0,3.0,12.0,USA,MO,Joplin,Ferrell,Anderson,Ferrell Jack,200.0,73.0,R,R,1946-04-16,1953-09-01,andef102,anderfe01,kansas,1937.0
anderfe01,1918.0,1.0,9.0,USA,KS,Maple City,1978.0,3.0,12.0,USA,MO,Joplin,Ferrell,Anderson,Ferrell Jack,200.0,73.0,R,R,1946-04-16,1953-09-01,andef102,anderfe01,kansas,1938.0
anderfr01,1885.0,12.0,11.0,USA,NC,Calahan,1957.0,11.0,8.0,USA,NC,Winston-Salem,Fred,Anderson,John Frederick,180.0,74.0,R,R,1909-09-25,1918-07-09,andef101,anderfr01,davidson,1906.0
anderfr01,1885.0,12.0,11.0,USA,NC,Calahan,1957.0,11.0,8.0,USA,NC,Winston-Salem,Fred,Anderson,John Frederick,180.0,74.0,R,R,1909-09-25,1918-07-09,andef101,anderfr01,mdmdbal,1909.0
anderga01,1972.0,6.0,30.0,USA,CA,Los Angeles,,,,,,,Garret,Anderson,Garret Joseph,190.0,75.0,L,L,1994-07-27,2010-08-06,andeg001,anderga01,,
anderge01,1889.0,9.0,26.0,USA,OH,Cleveland,1962.0,5.0,28.0,USA,OH,Cleveland,George,Anderson,George Jendrus,160.0,68.0,L,R,1914-05-26,1918-09-02,andeg102,anderge01,,
andergo01,1880.0,1.0,13.0,USA,OH,Cleveland,1923.0,3.0,15.0,USA,IN,South Bend,Goat,Anderson,Edward John,,,L,R,1907-04-11,1907-10-06,andeg101,andergo01,,
anderha01,1904.0,2.0,10.0,USA,MO,St. Louis,1974.0,5.0,1.0,USA,MO,St. Louis,Hal,Anderson,Harold,160.0,71.0,R,R,1932-04-12,1932-04-24,andeh102,anderha01,,
anderha02,1931.0,9.0,10.0,USA,MD,North East,1998.0,6.0,11.0,USA,DE,Greenville,Harry,Anderson,Harry Walter,205.0,75.0,L,R,1957-04-18,1961-05-05,andeh101,anderha02,wchester,1951.0
anderha02,1931.0,9.0,10.0,USA,MD,North East,1998.0,6.0,11.0,USA,DE,Greenville,Harry,Anderson,Harry Walter,205.0,75.0,L,R,1957-04-18,1961-05-05,andeh101,anderha02,wchester,1952.0
anderja01,1979.0,6.0,9.0,USA,IL,Danville,,,,,,,Jason,Anderson,Jason Roger,188.0,72.0,L,R,2003-03-31,2005-07-15,andej003,anderja01,illinois,1998.0
anderja01,1979.0,6.0,9.0,USA,IL,Danville,,,,,,,Jason,Anderson,Jason Roger,188.0,72.0,L,R,2003-03-31,2005-07-15,andej003,anderja01,illinois,1999.0
anderja01,1979.0,6.0,9.0,USA,IL,Danville,,,,,,,Jason,Anderson,Jason Roger,188.0,72.0,L,R,2003-03-31,2005-07-15,andej003,anderja01,illinois,2000.0
anderji01,1957.0,2.0,23.0,USA,CA,Los Angeles,,,,,,,Jim,Anderson,James Lea,170.0,72.0,R,R,1978-07-02,1984-09-26,andej001,anderji01,,
anderji02,1976.0,1.0,22.0,USA,VA,Portsmouth,,,,,,,Jimmy,Anderson,James Drew,195.0,73.0,L,L,1999-07-04,2004-07-21,andej002,anderji02,,
anderjo01,1873.0,12.0,14.0,Norway,,Sarpsborg,1949.0,7.0,23.0,USA,MA,Worcester,John,Anderson,John Joseph,180.0,74.0,B,R,1894-09-08,1908-10-02,andej101,anderjo01,,
anderjo02,1929.0,11.0,23.0,USA,MN,St. Paul,1998.0,12.0,20.0,USA,TX,Houston,John,Anderson,John Charles,190.0,73.0,R,R,1958-08-17,1962-06-23,andej102,anderjo02,,
anderjo03,1982.0,8.0,10.0,USA,KY,Somerset,,,,,,,Josh,Anderson,Joshua Aaron,195.0,74.0,L,R,2007-09-02,2009-10-02,andej004,anderjo03,ekentucky,2001.0
anderjo03,1982.0,8.0,10.0,USA,KY,Somerset,,,,,,,Josh,Anderson,Joshua Aaron,195.0,74.0,L,R,2007-09-02,2009-10-02,andej004,anderjo03,ekentucky,2002.0
anderjo03,1982.0,8.0,10.0,USA,KY,Somerset,,,,,,,Josh,Anderson,Joshua Aaron,195.0,74.0,L,R,2007-09-02,2009-10-02,andej004,anderjo03,ekentucky,2003.0
anderke01,1963.0,8.0,12.0,USA,SC,Florence,,,,,,,Kent,Anderson,Kent McKay,180.0,73.0,R,R,1989-04-15,1990-09-06,andek001,anderke01,scarolina,1982.0
anderke01,1963.0,8.0,12.0,USA,SC,Florence,,,,,,,Kent,Anderson,Kent McKay,180.0,73.0,R,R,1989-04-15,1990-09-06,andek001,anderke01,scarolina,1983.0
anderke01,1963.0,8.0,12.0,USA,SC,Florence,,,,,,,Kent,Anderson,Kent McKay,180.0,73.0,R,R,1989-04-15,1990-09-06,andek001,anderke01,scarolina,1984.0
